text,sentiment	
neutral,La soie est une fibre animale.
neutral,Les constellations sont des groupes d'étoiles.
 of course LOL about to eat more,neutral	
" also bored at school, its my third freelesson( freistunde )",neutral	
"The Wedding is over everyone has gone home, newlyweds are off to Canada and finally, there is quiet! And I`m late for work",neutral	
ايوة اقصدي ثورة يناير المجيدة يومك سعيد,Positive
positive,Je n'ai fait qu'un peu de platane de banane. N'a pas accidentellement utilisé du sel au lieu de la sucre cette fois
_Exp not where i live.,neutral	
الربيع العربي كشف تقيات الأقليات و عمالاتهم و تلونهم و كشف معادن الكثيرين ... نحن لسنا بحاجة لتقييمك للربيع العربي,Negative
negative,Un autre matin aux tours .net ... toujours à la date limite
positive,"Tout à fait, je suis en train d'échapper. Voir yis plus tard ..."
ده أفخم شباب مصري ده ولا إيه! ياجمالك يامصر #منتدي_شباب_العالم,Positive
بيان القوى الثورية وأعضاء حملة #مصر_مش_للبيع ... أوقفوا مهزلة التفريط✋ #تيران_وصنافير_مصريهِ✌️ https://t.co/i2ezadtydW,Negative
" it actually is ;) According to all the retweets, at least!",neutral	
من متى عند قصة عشق لسان؟! والله ازمة الخليج نطق فيها اللي ما ينطق 😂😂😂,Positive
#مصر_الان_مصر_زمان⁩السيسي «بنات الاسرة كانوا بيقولوا يا ريت بابانا عمو عبد الفتاح»في حد يقول كده يا راجل عيب عليك😂😂يرضيك ان ابوك يتلعب في بندوله https://t.co/zVm18JNkwp,Positive
"Bank Holiday Bliss - Jeremy Kyle, without even bothering the Sky+",positive	
negative,Ma gorge est encore vraiment douloureuse. J'étais censé aller dans un camp de 5 jours à partir de vendredi mais pas trop sûr maintenant
يلتقي السنغال جنوب افريقيا اليوم / الثلاثاء في تصفيات كأس العالم 2018 بروسيا، في الساعة 10:30 مساءاً بتوقيت... https://t.co/64jop1RuEZ,Neutral
positive,Aime les nouveaux jouets. Firefox a publié de nouvelles peintures aujourd'hui pour personnaliser votre barre d'outils. Loin avec le même vieux
#محبو_محمد_بن_سلمانالشعب السعودي مع ولي العهد محمد بن سلمان في القضاء على الفساد والمفسدين.,Positive
negative,À la station-service. heure du déjeuner. fatigué.
صالح الملا وهجومة الدائم علينا ، ومن قبل أزمة قطر وهو يتمادى ، وبزعمة أنة ليبرالي صرف,Negative
i hate having the same hair for too long. i think i want super looong hair now,negative	
you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) & hand-make a card.. happy mothers day,positive	
في مصر هناك شرعيتين١يناير ٢ الثورة المضادة كل استحقاق انتخابي الان يثبت الثورة المضادة و كل عصيان و تمرد يدعم ثورة يناير الى تعود ثورة يناير,Negative
""""""""""" """"""""""""""""الربيع"""""""""""""""" وحروب صعدة.. كيف هيأت #قطر #اليمن لإيران؟ https://t.co/YqFgH3vp4M https://t.co/D9CM1BsQUj""""""""""",Negative
الثاني للمغرب بن عطية 👍🏻🇲🇦 #تصفيات_كأس_العالم,Neutral
negative,"Quelle tristeté, je ne savais pas, andy Hallett meurt"
epic fail with the chocolate fountain that got CLOGGED,negative	
positive,Oui - arrête de retenir mon souffle
بعد استعباد #داعش لها لمدة 20 شهر، الناشطة العراقية الايزيدية لمياء بشار تمثل #العراق في منتدى شباب العالم بشرم الشيخ https://t.co/scRrmups3y #العظيم ],Positive
negative,"Je suis encore réveillé, trop je ne peux pas dormir, réjouissez-vous de votre tho (:"
ياعم يا عسكري ماهينور دي عملت ايه عامل عليها دكر ماتشوف سعادة البيه هي الرجولة كدة احيه يا شيخ احيه #تيران_وصنافير_مصرية مصرية #الحرية_لماهينور https://t.co/Q6LdgczinW,Negative
positive,C'est merveilleux que vous avez rejoint
#أمم_أفريقيا هل يؤجل لقاء مصر والنيجر في تصفيات أمم أفريقيا من أجل كأس العالم؟ https://t.co/q9P2mkobxG,Neutral
سانتينا سليزكينا :اذا قلت انك لا تملك الوقت للتطوع وانت طالب، فلن تحصل على الوقت في المستقبل. #منتدي_شباب_العالم https://t.co/Btl9trw6DI,Neutral
عاجل | أمر ملكي: تشكيل لجنة برئاسة ولي العهد السعودي تتعلق بقضايا الفساد في المال العام,Neutral
بث مباشر مباراة مصر وغانا اليوم 12-11-2017 في تصفيات كأس العالم 2018 تعليق احمد الطيب - شاشة كاملة https://t.co/ABeogCMRn,Neutral
positive,Huzzah! J'adorerais. Tellement de paraffernalia de super-héros!
أحمد الطيب بيقول لولا حمادة طلبة مكناش صعدنا كأس العالم انقاذ حمادة طلبة ضد نيجيريا كان في تصفيات أمم أفريقيا.. مش كده ولا ايه؟! توت توت توت يا كابتن,Negative
أهداني السيد قذاف الدم كتابه التوثيقي هذا، وفيه ملامح مهمة للأحداث والتاريخ،عن مؤامرة #الربيع_العربي والدور القطري فيها. إنه مرجع مهم جداً. https://t.co/j8HsjcTubo,Negative
negative,Le soleil se couche trop tôt
negative,Qu'est-ce qui ne va pas? Pourquoi avez-vous besoin d'un inhalateur? Je ne savais même pas que vous étiez malade espérons que vous vous sentirez mieux
I guess I am too freaky for followers.,negative	
negative,Ne pense pas que ce soit le bon nom d'utilisateur pour mr Brooks
#السيسي | تكليف اللجنة المنظمة للمنتدى بالتواصل مع كل الجهات والهيئات المصرية والدولية لاستمرار انعقاد المؤتمر بشكل سنوى فى مدينة #شرم_الشيخ #weneedtotalk #worldyouthforum #wyfegypt #fightingterrorismhumanright #منتدي_شباب_العالم,Neutral
negative,"Tout le combat et le nom callin, je peux encore courir 2 ma soeur! Nite ..."
 Sadly no. It didn`t come with one...,negative	
negative,"3 jours à partir de Pâques, pas de travail pendant une semaine, à l'exception de la longue liste d'emplois diy à faire à la maison,"
الى السيد مرتضى منصور بما أن ميولك اهلاويه وتقريبا انت أهلاوي ياريت تروح ترشح نفسك عندهم انت شبهم وكذاب زيهم.وارحم النادى من مشاكلك وقرفك.,Negative
off to pick up my daughters who appear to be picking up an unhealthy liking for primark...feel like a bad parent,negative	
يا غبي انت اللحين بتطلع من تصفيات كأس العالم وانت باقي تقول نتعلم من الأخطاء .. ما هذا !؟,Negative
 and guess what ! ive got 20 % ! wow its impossible,negative	
_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see,positive	
positive,Je suis content d'avoir fait ce que j'ai fait et je n'ai pas réglé ... retour à jenny time now
positive,Quelqu'un a joué le jeu michael jackson moonwalker sur snes lol
 lol dammit  well then next time then,negative	
positive,Saviez-vous que l'industrie du vin génère 145 000 emplois en californie. Chemin à parcourir!
positive,Journée de beauté beaucoup de plaisir; Mais je dois aussi étudier et ça suce
" episode 17 season 1, i love chuck bass.  who`s going to the short stack filming next sat? Im making a flag. ;D",positive	
positive,"Ce livre sera romantique comme ""l'histoire d'amour"" Ou un ""journal réel"" À propos de vos visites et de votre vie! Avez-vous déjà pensé à cela?"
negative,Est-ce que vous écrivez sur Twitter? Tu me manques ... x
and before i crash Grilled Chicken breast w/ reefried beans  Gnite Twitties,neutral	
#أحب_محمدا إلقاء من أشعار عبد الله / صلاح الدين القوصي من ديوان محمد الإمام المبين أداء الفنان عادل هاشم... https://t.co/lgWSzx6zoL,Neutral
 Congrats on the knottie man!,positive	
قناة بي بي سي العربية/ المحامي المصري خالد علي يعلن خوضه سباق الانتخابات الرئاسية 2018 - عبر نبض https://t.co/RktvWv3eLv,Neutral
""""""""""" 30 نقطة للي مكبتن محمد صلاح""",Positive
 haha I do not know how to work blip apart from the obvious! thanks for reblipping my song  have a nice day ****,positive	
negative,"Obtenir beaucoup de temps de dentiste moi-même pour le moment. Très stressant et douloureux, amenez-le agréable et facile pour le reste de la journée!"
negative,Je veux aller à l'agneau de dieu
positive,Photos .... nous voulons voir !! Fyi ... l'un de nos amis communs sera twitteant très bientôt!
negative,"Me ressemblent, mec. Peut-être pour annuler mon voyage à sydney maintenant ..... lol"
castlebar doesnt have 3d so im going to galway to see the jb 3d movie but that could be next week or the one after that,neutral	
"is having a profitable day!  Looking forward to Sunday...gonna be a great day -- sad, too, because it`s the 5th graders last day!",neutral	
""""""""""" أعمال .. وأعمال بُعيْد الانتهاء بساعات من أعمال مؤتمر """""""""""""""" منتدى شباب العالم """""""""""""""" بشرم الشيخ المصرية ، بدأ النشطاء """"""""""""""""... https://t.co/1dWbNUwkBe""""""""""",Neutral
*اتهمت داعش وحركات إسلامية الإخوان المسلمين أنهم وراء الربيع العربيتم القضاء على داعش،الجم الإخوان المسلمينمن وراء الخريف العربيسؤال خطير,Negative
negative,"Seras-tu en train de visionner ou de diffuser en streaming ou de podcasting, de twittage ou autre chose? Ne peut pas le faire malheureusement."
neutral,L'égalité des sexes est un objectif.
negative,Je viens juste de regarder les prières du film pour Bobby. M'a cassé la tête
" what about the dilfs? Oh wait, wrong month....HAPPY MOTHERS DAY",positive	
النهارده هنتفرج ع ماتش لمنتخبنا ف تصفيات كأس العالم والماتش تحصيل حاصل لاننا ضمنا الصعود قبل الجولة الاخيرة! لازم نوثق الحدث دا يا جدعان عشان هنحكيه لإحفادنا في قادم الزمان😂 #غانا,Positive
_asher better.  That wasn`t one of my better summaries,positive	
negative,Quel genre de documents? Et qu'est-ce que vous utilisez pour les écrire? Nous sommes toujours derrière nos documents
negative,"* Lol, je souhaite que je n'ai eu qu'une mauvaise synchronisation. En Allemagne en ce moment où les sous-titres ne fonctionnent pas du tout. Lol"
" I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",negative	
""""""""""" #صدى_البلد | #خالد_يوسف يكشف لـ """"""""""""""""صدى البلد""""""""""""""""عن أمنية تمنى تحقيقها بعد #ثورة_يناير https://t.co/X0TczMIJka""""""""""",Neutral
negative,"Désolé j'ai manqué de répondre hier, rochester est en mn, donc nous ne sommes pas loin les uns des autres! Roches chocolat noir"
positive,Profiter de cette belle journée ensoleillée ... j'aimerais juste un peu plus chaud
محمد صلاح الرجل الذي هز عرش مصر متصدر قائمة هدافي البريميرليج #فخر_العرب🚶🏻. https://t.co/lneOnvyxcD,Positive
negative,"Pourquoi nous, la seule école du monde, soyez cette semaine. Mon école est stupide de toute façon ... regardez le bon côté. Quand je serai parti, tu seras dans"
positive,"Eh bien, je suis resté toute la journée, donc je suis resté sec, mais de moi tellement utilisé pour neiger, pas grand chose pour moi!"
negative,"Veut faire du mal aux résidents, mais l'école et le travail restent dans la voie"
 Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive	
neutral,L'avant et l'arrière sont des directions opposées.
positive,Hey t. Hufbb! Iloveloveloveloveyouuu. Vous pariez que la vie est joyeuse. (:
والحين تقولون تيران وصنافير مصرية ههههه كنتوا تعايرونا فيها,Negative
ساحب ع هداف تصفيات كاس العالم !!؟,Positive
negative,travaille encore
#شاهد.. #مانويل_جوزيه بين حضور #منتدى_شباب_العالم في الجلسة الختامية https://t.co/7p8w9SUuXT,Neutral
negative,"Yikes! Maintenant, je n'ai aucun indice à faire!"
الربيع العربي يحط رحاله في قصر ملك السعودية جرى خلال الأيام والأسابيع الماضية تحولات مفاجئة البداية كانت مع كف... https://t.co/KDGFqaBmXG,Neutral
positive,"ça a été une longue journée. J'ai célébré mes besties 21ème nuit à Norman, a conduit à la maison, a célébré l'anniversaire de josh, maintenant au lit"
negative,D'accord. Je souhaite que cela puisse être simple et facile.
علاء عبدالفتاح من محبسه لـCNN: ثورة يناير هُزمت.. السلطة مشغولة بعزلي.. ونظل مُلهمين https://t.co/BUttWEI4qd عبر,Negative
 yeah! but too late  lol,negative	
رسمياً المغرب وتونس الى كاس العالم 😍😍 #تصفيات_كأس_العالم #Russia,Positive
is satisfied with her FP`09 review,positive	
""""""""""" على أبواب سوريا هُزِمَ ما يسمى """"""""""""""""الربيع العربي"""""""""""""""" وبهزيمته سوريا انقذت العديد من الدول العربية وأصبح محور المقاومة سيد هذا الزمان ولن يجرؤ احد عليه في وقتنا الحالي. #حرب_ماكو""""""""""",Negative
OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol <3,positive	
positive,Espérant vraiment qu'une journée clignotante / nfg / green day se produira un jour ... ramène les jours de catastrophe pop!
 I don`t have an invite  i might try Mr P Bale for an invite,neutral	
مش دي شرم اللي عملها مبارك اللي قامت عليه مؤامره يناير و سموها ثوره دلوقتي بقت جميله و تتصور فيها,Negative
  #followfriday thank you!  I`m still not even close to what I had as ,positive	
""""""""""" فيديو| السيسي: """"""""""""""""الجيش مش هيقدر يحمي البلد لوحده""""""""""""""""https://t.co/2rZXYxp99S#منتدى_شباب_العالم""""""""""",Neutral
" I believe that is true, FML is quite the phenomenon...all thx to Superbad",neutral	
neutral,Les voitures ont besoin de carburant pour fonctionner.
""""""""""" &lt;img src="""""""""""""""" /&gt; تحدث أحمد مرتضى منصور عضو مجلس إدارة نادي الزمالك، عن مباراة نهائي دوري أبطال أفريقيا بين الأهلي... https://t.co/85zxHsfrvd""""""""""",Neutral
http://twitpic.com/4jken - fire and urban at rock challenge,neutral	
negative,Est triste parce qu'il y a eu un autre tremblement de terre en Italie ...
محمد صلاح ربنا يحميك يا ابنى يارب ❤,Positive
صحيفة: محمد صلاح بطل من ذهب وقدوة لنجوم الكرة السعودية - https://t.co/FztZeUSZU7 #youm,Positive
الخراب والحروب التي جلبتها وستجلبه الثورة المضادة قد تكون أكثر فداحة مما كان قد يتوهم أن ثورات الربيع العربي ربما تسببه بعد تحققها. والتاريخ يسجل.,Negative
 lmao yeaa iight n u shuld put tha c.b flick up w. **** on ur head .. juss a joke,positive	
positive,Jamais essayé le scrabble d'ordinateur (peut-être que je devrais). Je ne suis pas très bon de toute façon (vous n'auriez pas à plier les règles pour me battre)
positive,"N'êtes-vous pas seulement dans un ""pollyanna"" Humeur ce matin? Vous ne pouvez pas pelleter la chaleur, mais au moins la neige est amusante à visiter"
منتدى شباب العالم .. مشارك يوناني: المؤتمر حظى بتنظيم جيد للغاية#WeNeedToTalk | #ONLIVE https://t.co/1039Eu55a,Positive
neutral,C'est une hypothèse du multivers.
المتحدث السابق باسم الخارجيه الامريكيه؟ يعني صبي اوباما وهيلاري خالقي ومحتضني ومؤججين الربيع العربي😂😂 انتوا تخاطبوا من بالظبط ؟ أكيد جهلاء قطر بالدوحه، لان خلق الله على تويتر مثقفين ويربطوا الاحداث وعارفين من المتحدث بسلامتو الامريكي واستنتجوا عمق رمستكم الهشّه وسببها. عيييييب,Negative
negative,"Bonne nuit, chels. Et désolé pour le délai de mise en page majeur. & Lt; 3"
#تصفيات_كأس_العالم...ربنا مع المغرب الشقيق ..فى المباراه الصعبه اليوم https://t.co/ZbHcjZEL1T,Positive
#الاخوان_سبب_بلاء_الامة ولا تكثروا الضجيج بعد هدم حزي بني بثمانون عام وسق بسنه حينما امتطى ثورة ٢٥ يناير واعتلي السلطة,Negative
هاجت وماجت الدول عند حصار قطر صارخة بالإنسانية للغاز والنفط القطري وعند أطفال اليمن المتضورين جوعا لم يحركوا ساكناً فتبا لإنسانيكتم أيها الذئاب #افتحوا_منافذ_اليمن https://t.co/WLZC5LoEdA,Negative
neutral,Le droit de circuler librement est un droit.
neutral,C'est un processus.
سمو ولي العهد حفظه الله انسان متواضع جداً جداً جداً والناس حبته من اخلاقه وتواضعه ومن تواضع لله رفعه...أبشروا بالخير يالشعب السعودي ..لا ينقصه إلا دعائكم له بالتوفيق . https://t.co/pMVrxLtfHO,Positive
"My nose is runny, my head is pounding, and teeth hurt like a ****. MAN. @-) I feel awful.  =((",negative	
 --- has demi ever replied to you? Coz I haven`t got any...,neutral	
I need a blackberry,negative	
الشوط الاول #المغرب_كوت_ديفوار #كوت_ديفوار #المغرب #بث_مباشر #لايف 👌 #تصفيات_كأس_العالم ↓↓رابط المباراة↓↓ https://t.co/ZBW4x183eS #تونس_ليبيا #تونس #ليبيا #بث_مباشر #لايف 👌 #تصفيات_كأس_العالم ↓↓رابط المباراة↓↓ https://t.co/f3ZGfqcNnU,Neutral
Too busy at work today to trash the cubes of vacationing team members,neutral	
 You`re not here. I hope you`re still resting.  I don`t want you to be stressed.,positive	
negative,J'ai besoin d'aller à la banque demain avant que je ne fasse part ...
positive,Aime le printemps samedi matin! C'est magnifique
بعد استعباد #داعش لها لمدة 20 شهر، الناشطة العراقية الايزيدية لمياء بشار تمثل #العراق في منتدى شباب العالم بشرم الشيخ https://t.co/Xs9N1IZGnf #الموصل --,Positive
net .. net .. net ..  hmm. bad weather .. weird summer!,negative	
وان شالله اللهم يدخل الرعب في حكام ظالمين ولا يغفر لاحد منهم...ويدوقهم الربيع العربي بكل فصوله,Negative
positive,Combinaison des deux
"Noooo my favorite coworker just got a new job, he`s doing marc jacobs shows now, not fair! I don`t want him 2 go!",negative	
احنا عارفين ان اي معرص بيقول على ثورة يناير نكسه https://t.co/NGYgDUTKwD,Negative
positive,"N'était-ce pas moi, je le jure. Waaaaaaay trop occupé avec un lock-out du collège"
eye still hurts  I Think I`ll go sleep now...,negative	
#جوه_البلد | ملخص و اهداف مباراة مصر وغانا 1-1 شيكابالا يسجل هدف ◄ تصفيات كأس العالم 2018 https://t.co/Dgnv8mNBFN,Neutral
positive,La galerie de visualisation à la piscine est si chaude - l'inconvénient des piscines intérieures chauffées
" Sons of ****, why couldn`t they put them on the releases we already bought",negative	
💌🌹رءيسي وتاج راسي عبد الفتاح السيسي🌹💌شكراً لرعايه سيادتكم هذه الصوره الراءعه لاولاد مصرنا حفظك الله ورعاك من شر الحاسدين والحاقدينشكراً جيش وشرطه بلادي🇪🇬تحيا مصر 🇪🇬تحيا مصر🇪🇬 تحيا مصر🇪🇬 https://t.co/xHv0DL5MTA,Positive
اشتراكي جنوبي الربيع العربي ليس فوضى بل ثوره على انظمه فاسده تنهب الثروه والسلطه والارض لها واولادها واللن يقوم الامير محمد سلمان بثوره ضد الفساد #مالكم في الخليج الا القدافي 😅😅😅 https://t.co/fRAIPFrdfg,Negative
positive,"Salut alex je fais un projet de dîner pour l'école, et je t'ai choisi comme ma «célébrité», je me demandais si je peux te demander qs?"
قول ورايا عشان لعنة الفراعنة تفك: #تيران_وصنافير_مصرية تلات مرات,Negative
I want to watch the movie 'Up' but no one wants to watch it with me,negative	
negative,Ha ha ha damn j'ai eu un bon moment chillin wit mon hizzo préféré a dansé mon visage hors @ the lodge n'a jamais fait pour backbooter ..
دائما كﻻم اﻻستاذ رئيس الكﻻم الرئيس بري: أمام الجامعة العربية فرصة لإنقاذ نفسها من ماضيها إبان الربيع العربي. والحفاظ على لبنان يحفظ الجامعة العربية.,Positive
 now that you say that you do look like demi  hahaha!! Yessss august 2nd will be a blast,positive	
  shareeee.,neutral	
negative,Bâillement bâillement bâillement !! 10 minutes de plus au lit
بعد استعباد #داعش لها لمدة 20 شهر، الناشطة العراقية الايزيدية لمياء بشار تمثل #العراق في منتدى شباب العالم بشرم الشيخ https://t.co/scRrmups3y #العظيم _,Neutral
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative	
انباء عن اصابة ابن خليفة حفتر في المواجهات المسلحة الجارية الان بين قبيلتي الفرجان والعواقير في بنغازي,Negative
ولي الكلب بن سلمان من أزمة إلى أزمة و من فشل إلى فشل ، بعد ثلاث سنوات من العدوان على #اليمن و ها هو صفر اليدين و من #سورية و #العراق خرج مهزوما و في أزمة #قطر لا حول له ولا قوة,Negative
محمد صلاح الجوزاء https://t.co/sdQUAydJNp,Neutral
positive,Fête pour la planète au desetoday vivant! Admission:. Je sors pour une belle promenade! L'amour de la planète Terre!
"Been sick all week and still not feeling so well, can`t go to Lena`s cook-out  Gunna spend some time with the fam!",negative	
neutral,Le crédit est la capacité d'obtenir des biens avant paiement.
أحمد فؤاد : ما رايك في الملحق الاوروبي و بشكل خاص مباراه إيطاليا الخلصي : اسف اعذرني لن اتحدث عن تصفيات حقوقها غير موجود معنا و لكن مع نهاية مباراه السويد و إيطاليا وقتها لن يتحدث احد غيرنا لاننا اصحاب حقوق تصفيات كأس العالم بالاضافة الي نهائيات كأس العالم 2022 بشكل حصري😉🧐🤚,Neutral
negative,Vent fou aujourd'hui = pas d'observation des oiseaux
اذا كان علاء عبد الفتاح خرب #مصر بتمويلات خارجية(!!) السيسي أيضا خرب مصر بتمويلات خارجية من دول الخليج والبنك الدولي ولم يحافظ على الجيش https://t.co/TcCWDjrZ3v,Negative
يعني انا لو نزلت تويته ممكن ترد عليا يا صلاح ولا عندي انا وهتقف 😂😂😂 كتير قالولي لو كان أسمك محمد ميعرفوش ان أخويا الكبير اسمه محمد 😂😂😂😂,Positive
Where are my peeps? And my boyfriend? In Miami,neutral	
30 | #المنتخب_التونسي 🇹🇳 - المنتخب الليبي 🇱🇾 [ تصفيات كأس العالم 🇷🇺🏆 ] التشكيلة المحتملة للمنتخب التونسي : البلبولي علي معلول - بن يوسف - مرياح - النقاز بن عمر - الشعلالي المساكني - الخزري - البدري الخنيسي,Neutral
positive,Je vais vous emmener!
now accepting maid applications.  would be nice if you`d start first thing tomorrow - would make a wonderful Mother`s Day present!,positive	
#برنامج_جو11. الفقرة صارت ثورات الربيع العربي,Neutral
negative,"À l'exception du fait que jw stuff est sorti et ça pèse ... honte, je suis une nuance!"
محمد صلاح يسجل رقمًا تاريخيًا مع ليفربول في الدوري الإنجليزي https://t.co/sVVdFM0Ir,Positive
كيف سيكون حظ المنتخبات العربية 🇸🇦🇪🇬🇹🇳🇲🇦 في قرعة #كأس_العالم.. #WorldCup #Russia2018 https://t.co/PFh8AcRsDy,Neutral
"Well Done , Visteon Belfast, 2 years salary paid. Just shows what happens when you stand up for yourself",positive	
  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that dog,neutral	
neutral,Le Soleil est l'étoile au centre du système solaire.
<---My expression watching this again: http://tinyurl.com/eqbwe,neutral	
neutral,L'accélération est le taux de changement de vitesse.
 no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren`t you?  SOPROUDOFYOU.,neutral	
 no I wish. Just a van that comes round. We missed him,negative	
P-Nutt got a new collar and leash today  http://apps.facebook.com/dogbook/profile/view/1034415,neutral	
neutral,Les feux de circulation régulent le trafic.
#داخلين_علي_2018_ولسهبيقول منتدي شبااب العالمشباب اي اللي انته جاي تقول عليه ياريس😂😂👍,Negative
إنفوجراف | 6 رسائل لـ #السيسي تؤكد ثقته في الشبابhttps://t.co/0UxtPxm7rF#منتدي_شباب_العالم https://t.co/NUYuhqgQk,Positive
negative,Insomnia kickin in je déteste ça !!!
negative,J'ai été réveillé par ma mère. Maintenant je ne peux pas m'endormir.
neutral,Les mathématiques sont une science.
فيصل القاسم قبل مقاطعة قطر ليس فيصل القاسم بعد مقاطعة قطر,Negative
found out that no one he knows is using Twitter.,neutral	
neutral,Les tsunamis sont de grandes vagues causées par des tremblements de terre sous-marins.
ما شاء الله تبارك الله على ابن النيل .. محمد صلاح هداف البريميرليغ حاليا برصيد 9 أهداف من 12 مباراة ❤️❤️ https://t.co/mtwi2n8EXq,Positive
المنتخب يطير إلى غانا لاختتام مشواره في تصفيات كأس العالم https://t.co/HkJ5tUfEdN,Neutral
"Up and around a little earlier than I wanted to be (phone rang 5:30 AM).  Exercise is a good way to start the day, right?",positive	
ندعوا كل فرد من الشعب السعودي الكريم أن يقف بكل صلابة وإصرار خلف ولي الأمر الملك وولي العهد رغم كل الرأي والرأي المضاد والتأويلات والفتن.,Positive
  I`m not a big fan of Costa  I ended up going to EAT as they have one outside our office!,negative	
"Holy ****...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!",negative	
_Hayward go two way mirrors,neutral	
"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw",neutral	
he`s here   sleep over with the MR. night peeps !,neutral	
اى هرى وخلاص يعنى انتوا احترمتوا احكام القضاء فى ملف تيران وصنافير,Negative
positive,Ahhh ok je vois ... hmm ... ok je me concentrerai sur ce que je tape juste pour les enfants ...
"2night- dance parties, fun times, & awkward situations  highlight- driving w/ nims and annie listening to satellite windows downnnn",neutral	
positive,- @ le concert de serenade d'occasion
 awesomeness,positive	
positive,"digo, 2am, you got me"
positive,En 15 minutes ... laissant regarder rapidement et furieux ... j'espère que c'est bon.
On my way to get the crate and Bella Dolce!!!! Sad cuz  is going tto Richmond,negative	
had a shitload of fun with her friends,positive	
محمد صلاح مكتبش لأبوتريكه كل سنه و إنت طيب؟🤔,Negative
positive,"L'heure du petit-déjeuner, le tennis aujourd'hui fait beau!"
 I will be ok when I have been to the drs again today and got my essay done  x howre you?? x,neutral	
neutral,Les fleurs poussent.
neutral,La Déclaration universelle des droits de l'homme est un document fondamental.
going to program now  haven`t programmed for a long time now,negative	
negative,"Matin tout, je suis de retour de ma petite pause à partir de l'ordinateur. Retour au travail encore aujourd'hui"
adsense exchange rate 1 : 47.060 ($ : INR ),neutral	
و أبت تصفيات كأس العالم أن تنتهى حتى يحرز شيكابالا 👑❤ ..,Positive
positive,"Depuis ce temps-là, j'ai dit aux gens comment je devais me diriger vers disney après avoir obtenu mon diplôme. Chaque jour, j'ai eu de nombreuses références disney!"
is also very excited for the BLAZIN SQUAD revival!  im rooting for `em-- their new song http://tinyurl.com/dz7tms,positive	
التشكيلة المنتظرة للمنتخب التونسي أمام نظيره الليبي يواجه المنتخب التونسي لكرة القدم اليوم السبت 11 نوفمبر 2017 نظيره الليبي في ملعب رادس على الساعة السادسة والنصف، لحساب الجولة الختامية من تصفيات كأس العالم 2018 بروسيا،,Neutral
 Happy Mother`s Day! I hope you have an awesome day...and a good rest of the night,positive	
positive,Bonjour. Merci pour le suivi et les excellentes citations.
With sean s. watching house of a thousand corpes,negative	
مسئول ليبى : المسمارى المتهم فى حادث الواحات مختطف فى سجون حفتر منذ عام ٢٠١٧,Neutral
" nothing aimed at you, just joining in...sorry",negative	
""""""""""" #بطولات - مجدي عبالغني: سنؤدي مباريات قوية فى كأس العالم.. وموقعة """"""""""""""""الستة"""""""""""""""" المشئومة منحتنا أفضلية على غانا https://t.co/kmSSFE0iEu""""""""""",Neutral
negative,Vient d'entendre le nouveau single d'eminem. c'est officiel. Il est tombé. : Vient d'entendre le nouveau single d'eminem. c'est officiel. Il est tombé.
محمد صلاح يجب ان يرشح للفوز بالكرة الذهبية اما افضل لاعب في افريقيا لا يوجد له منافس ....هياط من النوع الفاخر https://t.co/BvlkgHVpRL,Positive
لم يمر علي رمضان ثقيل منذ بدأت الصوم كهذا الشهر. السكينة تحولت إلى سكّينة يطعن بها الشقيق شقيقه، والرحمة إلى لعنة بين الأشقاء!#أزمة_الخليج,Negative
Trying to go to sleep but no luck  I think i`m sick... =S,negative	
محمد صلاح يفوز بالرقم واحد لافضل لاعب في الاسبوع الماضي في الدوريات الخمسة الكبري في استفتاء Bein Sport https://t.co/iWDNDjNK4k,Neutral
#صاحب_تويتر_بفلورز_للخميس ثورة يناير نجحت ثورة يناير بتكشف وحتكشف اعداء الشعب الحقيقين ثورة يناير لن تهزم ثورة يناير فكرة والافكار مش بتموت,Positive
omg... i want full JB- hey baby song,neutral	
neutral,Le droit international régit les relations entre les États.
""""""""""" #هذا_الصباح| الشيخ صالح هابيمانا سفير جمهورية #رواندا ب #القاهرة من #منتدى_شباب_العالم :الرحمن يرسل ل #مصر من يفتح الآفاق وهو """"""""""""""""عبدالفتاح..فتاح إفريقيا"""""""""""""""" https://t.co/hlR9qMZ4Eu""""""""""",Neutral
ياترى ياسيسي ناوي على اي كارثة لمصر الفترة الجاية؟ الاقتصاد رجعته 200سنة تيران وصنافير تنازلت عنهم للصهاينة! سد النهضة وفشلت فيه بالتلاتة ودخلتنا حارة سد! حتى الامن والامان فاشل فيهم. ارحمنا وكفاية بقا مصر كبيرة عليك انت والفشلة بتوعك!,Negative
follow friday: following more people then followers  follow me? woot #followfriday,neutral	
 I`m gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x,neutral	
